Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Nov 30, 2020","Nov 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife guard,BROAD,wustof knife guards,59,1,1.6949%,$0.70,$0.70,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 07, 2020","Dec 07, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife guard,BROAD,yanagiba knife guard,2,1,50.0000%,$0.47,$0.47,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 28, 2020","Nov 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife guard,BROAD,“16” knife guard,6,1,16.6667%,$0.65,$0.65,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 25, 2020","Nov 25, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,6 inch knife protector,41,1,2.4390%,$0.47,$0.47,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 07, 2020","Dec 07, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,chefs knife protector,3,1,33.3333%,$0.19,$0.19,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 29, 2020","Nov 29, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,cleaver knife protector,3,1,33.3333%,$0.32,$0.32,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 16, 2020","Dec 10, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,edge protector knife,23,2,8.6957%,$0.41,$0.82,$12.99,6.3125%,15.84,1,1,50.0000%,1,0,$12.99,$0.00
"Dec 08, 2020","Dec 08, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,ergo knife protector,5,1,20.0000%,$0.59,$0.59,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 18, 2020","Nov 18, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,"knife cases, holders & protectors",11,1,9.0909%,$0.59,$0.59,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 29, 2020","Nov 29, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife cover protector,13,1,7.6923%,$0.40,$0.40,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 19, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife edge protector,37,2,5.4054%,$0.43,$0.86,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 03, 2020","Dec 03, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife edge protectors,1,1,100.0000%,$0.53,$0.53,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 17, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector,736,15,2.0380%,$0.51,$7.70,$38.97,19.7588%,5.06,2,3,13.3333%,3,0,$38.97,$0.00
"Nov 22, 2020","Nov 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector 10 inch,2,1,50.0000%,$0.39,$0.39,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 19, 2020","Nov 19, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector 5.5 inch,24,1,4.1667%,$0.54,$0.54,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 29, 2020","Dec 08, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector sleeve,245,2,0.8163%,$0.53,$1.06,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 23, 2020","Dec 12, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protectors,32,2,6.2500%,$0.38,$0.76,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 14, 2020","Dec 14, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife shun protector,1,1,100.0000%,$0.38,$0.38,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 13, 2020","Dec 13, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife tip protector,5,1,20.0000%,$0.39,$0.39,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 22, 2020","Nov 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knives protector,4,1,25.0000%,$0.21,$0.21,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 09, 2020","Dec 09, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,mercer knife protector,77,1,1.2987%,$0.60,$0.60,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 30, 2020","Nov 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,paring knife protector,2,1,50.0000%,$0.60,$0.60,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 06, 2020","Dec 06, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,plastic knife protector,3,1,33.3333%,$0.46,$0.46,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 08, 2020","Dec 08, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,protectors for 3 in. paring knives,3,1,33.3333%,$0.49,$0.49,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 28, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,santoku knife protector,96,2,2.0833%,$0.42,$0.84,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 05, 2020","Dec 05, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,steak knife protector,3,1,33.3333%,$0.46,$0.46,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 06, 2020","Dec 06, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,"victoriavox knife edge protector 12""",1,1,100.0000%,$0.74,$0.74,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 28, 2020","Nov 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,victorinox knife protector,5,1,20.0000%,$0.60,$0.60,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 23, 2020","Nov 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,blade cover knife,1,1,100.0000%,$0.40,$0.40,$12.99,3.0793%,32.48,1,1,100.0000%,1,0,$12.99,$0.00
"Nov 27, 2020","Nov 27, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,carving knife blade cover,1,1,100.0000%,$0.60,$0.60,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 22, 2020","Nov 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,electric knife blade cover,1,1,100.0000%,$0.32,$0.32,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 28, 2020","Nov 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,henckels knife blade covers,2,1,50.0000%,$0.36,$0.36,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 25, 2020","Dec 14, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,knife blade cover,50,4,8.0000%,$0.43,$1.70,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 23, 2020","Nov 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,small knife blade cover,1,1,100.0000%,$0.36,$0.36,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 19, 2020","Nov 19, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guards kitchen knives,BROAD,kitchen knife blade guard,56,1,1.7857%,$0.66,$0.66,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 20, 2020","Nov 20, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,kitchen knife protector sleeve,28,2,7.1429%,$0.52,$1.04,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 21, 2020","Dec 14, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,knife protector sleeve,193,4,2.0725%,$0.67,$2.68,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 22, 2020","Nov 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,schmidt bros knife sleeve protectors,1,1,100.0000%,$0.47,$0.47,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 15, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,"10"" blade guard",1,1,100.0000%,$0.60,$0.60,$5.99,10.0167%,9.98,1,1,100.0000%,0,1,$0.00,$5.99
"Nov 19, 2020","Nov 19, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,6 in blade guard,4,1,25.0000%,$0.63,$0.63,$4.99,12.6253%,7.92,1,1,100.0000%,0,1,$0.00,$4.99
"Nov 24, 2020","Nov 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,8” blade guard,91,2,2.1978%,$0.29,$0.58,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 30, 2020","Dec 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blade guard,230,4,1.7391%,$0.56,$2.24,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 16, 2020","Nov 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blade guard 8 inch,28,1,3.5714%,$0.45,$0.45,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 24, 2020","Nov 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blade guard victorinox,49,1,2.0408%,$0.09,$0.09,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 13, 2020","Dec 13, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blender blade guard,2,1,50.0000%,$0.47,$0.47,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 01, 2020","Dec 01, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,henckels blade guard,1,1,100.0000%,$0.75,$0.75,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 04, 2020","Dec 04, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,magnetic blade guard,5,1,20.0000%,$0.84,$0.84,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 15, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,nosh blade guard,1,1,100.0000%,$0.79,$0.79,$12.99,6.0816%,16.44,1,1,100.0000%,1,0,$12.99,$0.00
"Nov 27, 2020","Nov 29, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,victorinox blade guard,8,2,25.0000%,$0.56,$1.11,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 16, 2020","Dec 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,wusthof blade guard,24,1,4.1667%,$0.45,$0.45,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 19, 2020","Nov 19, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,wusthof blade guard 8 carver,4,1,25.0000%,$0.59,$0.59,$12.99,4.5420%,22.02,1,1,100.0000%,0,1,$0.00,$12.99
"Nov 24, 2020","Nov 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,chef knife sleeves   guards,474,1,0.2110%,$0.50,$0.50,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 17, 2020","Nov 17, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,edge mag knife sleeves & guards,4,2,50.0000%,$1.03,$2.06,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 12, 2020","Dec 12, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,global knife sleeves & guards,7,1,14.2857%,$0.49,$0.49,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 20, 2020","Dec 14, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards,359,8,2.2284%,$0.79,$6.28,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 21, 2020","Nov 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards shun,4,1,25.0000%,$0.83,$0.83,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 21, 2020","Nov 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves &amp, guards,13,1,7.6923%,$0.77,$0.77,$0.00,,0,0,0,0.0000%,0,0,$0.00
"Nov 17, 2020","Nov 17, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,steak knife sleeves & guards,4,1,25.0000%,$0.84,$0.84,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 24, 2020","Nov 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,6 in dexter fillet knife covers or sleeves,1,1,100.0000%,$0.52,$0.52,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 24, 2020","Nov 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,global knife covers or sleeves,3,2,66.6667%,$0.82,$1.64,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 16, 2020","Dec 14, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves,2675,22,0.8224%,$0.62,$13.69,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 18, 2020","Nov 18, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves 6,8,1,12.5000%,$0.57,$0.57,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 18, 2020","Nov 18, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves 6”,4,1,25.0000%,$0.53,$0.53,$12.99,4.0801%,24.51,1,1,100.0000%,1,0,$12.99,$0.00
"Nov 19, 2020","Nov 19, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves set,9,1,11.1111%,$0.70,$0.70,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 23, 2020","Nov 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife sleeve cover,14,1,7.1429%,$0.79,$0.79,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 25, 2020","Nov 25, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,plastic paring knife covers or sleeves,6,1,16.6667%,$0.37,$0.37,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 16, 2020","Dec 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,14” knife blade guard,1,1,100.0000%,$0.45,$0.45,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 24, 2020","Nov 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,8 knife blade guard,1,1,100.0000%,$0.51,$0.51,$12.99,3.9261%,25.47,1,1,100.0000%,1,0,$12.99,$0.00
"Dec 06, 2020","Dec 06, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard 8 inch chef knife,4,1,25.0000%,$0.75,$0.75,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 26, 2020","Nov 26, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard for boning knife,3,1,33.3333%,$0.72,$0.72,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 10, 2020","Dec 10, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,"blade guard kai pro 6 1/2"" filet knife",2,1,50.0000%,$0.53,$0.53,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 10, 2020","Dec 10, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard paring knife,2,1,50.0000%,$0.56,$0.56,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 18, 2020","Nov 18, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guards chef knife,6,1,16.6667%,$0.59,$0.59,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 16, 2020","Nov 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,butcher knife blade guard,23,1,4.3478%,$0.61,$0.61,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 30, 2020","Nov 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife blade guards,37,1,2.7027%,$0.58,$0.58,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 10, 2020","Dec 13, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef's knife blade guard,34,2,5.8824%,$0.54,$1.07,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 13, 2020","Dec 13, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chefs knife blade guard,104,2,1.9231%,$0.48,$0.95,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 27, 2020","Nov 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,electric knife blade guard,8,2,25.0000%,$0.62,$1.24,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 20, 2020","Nov 20, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,global 8 inch knife blade guard,1,1,100.0000%,$0.61,$0.61,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 08, 2020","Dec 08, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,global knife blade guard,2,1,50.0000%,$0.68,$0.68,$12.99,5.2348%,19.1,1,1,100.0000%,1,0,$12.99,$0.00
"Dec 12, 2020","Dec 12, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kitchen knife blade guard,12,1,8.3333%,$0.25,$0.25,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 19, 2020","Dec 16, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard,544,6,1.1029%,$0.51,$3.08,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 17, 2020","Nov 17, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard for 12 inch slicing knife,2,1,50.0000%,$0.30,$0.30,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 15, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard set,94,1,1.0638%,$0.48,$0.48,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 15, 2020","Dec 15, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guards,3,1,33.3333%,$0.64,$0.64,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 13, 2020","Dec 13, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife guard 10 inch blade,3,1,33.3333%,$0.55,$0.55,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Nov 21, 2020","Nov 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife safe blade guard,7,1,14.2857%,$0.68,$0.68,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 02, 2020","Dec 02, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,paring knife blade guard,29,1,3.4483%,$0.31,$0.31,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 01, 2020","Dec 01, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,paring knife blade guard noble,1,1,100.0000%,$0.59,$0.59,$0.00,,0,0,0,0.0000%,0,0,$0.00,$0.00
